Sort,Boost Level,bp ,Skill name,Description,CostValue,CostType,AbilityType,TargetType,Total Multipler,Multiplier 1,Multipler 2,Multipler 3,Modifier 1,Modifier 2,Modifier 3,AbilityRatio,CriticalRatio,CriticalPower,HitRatio,Comment,AilmentName,InvocationValue,InvocationTurn,DiseaseRate,AilmentName,InvocationValue,InvocationTurn,DiseaseRate,AilmentName,InvocationValue,InvocationTurn,DiseaseRate,Attribute,DependWeapon,RestrictWeapon,ExceptEnforcer,BaseCount,MinimumCount,RandomCountMin,RandomCountMax,OrderType,OrderCount,ItemAll,SkillAll,Convergence,Diffusion,Reflection,Counter,HideOut,Repeat,Cover,Provoke,DisableMagic,Enchant,ChaseAttack,WeakCheckAll,NormalAttackAll,Session,BusinessSupport,ForceWeakness,NoUseMaterial,SwitchWeapon,CompensationMagic,Excitement,SongAbilityFlag,DanceAbilityFlag,AutoTameMonster
584,3,2,Hastening Hammer,"Unleash a highly powerful physical attack on a single foe, and reduce the crafting time of an invention by 1 turn.",0,INVENTOR,PHYSICS,ENEMY_SINGLE,7.8,7.8,,,0.5,,,390,0,125,0,,PHYSICS_DAMAGE,200,0,0,ACCEL_INVENTOR_ITEM_RANDOM,1,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,Y
585,4,3,Hastening Hammer,"Unleash a highly powerful physical attack on a single foe, and reduce the crafting time of an invention by 1 turn.",0,INVENTOR,PHYSICS,ENEMY_SINGLE,10.4,10.4,,,0.5,,,520,0,125,0,,PHYSICS_DAMAGE,200,0,0,ACCEL_INVENTOR_ITEM_RANDOM,1,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,Y
586,1,0,Arkar's Coil,"Restore 40% of a single ally's HP and SP, and grant them 1 BP. Incapacitated allies will also be revived.",0,INVENTOR,REVIVE_RECOVERY,PARTY_SINGLE,,,,,,,,100,0,125,0,,PC_ABI_INV_COIL,0,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,,,,,,,,,,,,,,,,,,
587,2,1,Arkar's Coil,"Restore 60% of a single ally's HP and SP, and grant them 2 BP. Incapacitated allies will also be revived.",0,INVENTOR,REVIVE_RECOVERY,PARTY_SINGLE,,,,,,,,100,0,125,0,,PC_ABI_INV_COIL,0,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,,,,,,,,,,,,,,,,,,
588,3,2,Arkar's Coil,"Restore 80% of a single ally's HP and SP, and grant them 3 BP. Incapacitated allies will also be revived.",0,INVENTOR,REVIVE_RECOVERY,PARTY_SINGLE,,,,,,,,100,0,125,0,,PC_ABI_INV_COIL,0,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,,,,,,,,,,,,,,,,,,
589,4,3,Arkar's Coil,"Restore 100% of a single ally's HP and SP, and grant them 4 BP. Incapacitated allies will also be revived.",0,INVENTOR,REVIVE_RECOVERY,PARTY_SINGLE,,,,,,,,100,0,125,0,,PC_ABI_INV_COIL,0,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,,,,,,,,,,,,,,,,,,
590,1,0,All-Purpose Tool,Usable only at maximum boost.,0,INVENTOR,OTHER,SELF,,1,,,1,,,100,0,125,0,,PHYSICS_DAMAGE,100,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,
591,2,1,All-Purpose Tool,Usable only at maximum boost.,0,INVENTOR,OTHER,SELF,,1,,,1,,,100,0,125,0,,PHYSICS_DAMAGE,100,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,
592,3,2,All-Purpose Tool,Usable only at maximum boost.,0,INVENTOR,OTHER,SELF,,1,,,1,,,100,0,125,0,,PHYSICS_DAMAGE,100,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,
593,4,3,All-Purpose Tool,[Divine Skill] Begin crafting all inventions.,0,INVENTOR,OTHER,SELF,,,,,,,,100,0,125,0,,ACCEL_INVENTOR_ITEM,2,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,
1079,1,0,Leaf Toss,Spend 500 leaves to do an equivalent amount of damage to a single foe.,500,MONEY,OTHER,ENEMY_SINGLE,,,,,,,,100,0,150,0,,HP_FIXED_DAMAGE,500,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
1080,2,1,Leaf Toss,"Spend 1,000 leaves to do an equivalent amount of damage to a single foe.",1000,MONEY,OTHER,ENEMY_SINGLE,,,,,,,,100,0,150,0,,HP_FIXED_DAMAGE,1000,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
1081,3,2,Leaf Toss,"Spend 1,500 leaves to do an equivalent amount of damage to a single foe.",1500,MONEY,OTHER,ENEMY_SINGLE,,,,,,,,100,0,150,0,,HP_FIXED_DAMAGE,1500,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
1082,4,3,Leaf Toss,"Spend 2,000 leaves to do an equivalent amount of damage to a single foe.",2000,MONEY,OTHER,ENEMY_SINGLE,,,,,,,,100,0,150,0,,HP_FIXED_DAMAGE,2000,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,
1123,1,0,Leaves Are No Object,"Spend 1,000 leaves to do an equivalent amount of damage to a single foe.",1000,MONEY,PHYSICS,ENEMY_SINGLE,,,,,,,,100,0,150,0,,HP_FIXED_DAMAGE,1000,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,
1124,2,1,Leaves Are No Object,"Spend 2,000 leaves to do an equivalent amount of damage to a single foe.",2000,MONEY,PHYSICS,ENEMY_SINGLE,,,,,,,,100,0,150,0,,HP_FIXED_DAMAGE,2000,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,
1125,3,2,Leaves Are No Object,"Spend 3,000 leaves to do an equivalent amount of damage to a single foe.",3000,MONEY,PHYSICS,ENEMY_SINGLE,,,,,,,,100,0,150,0,,HP_FIXED_DAMAGE,3000,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,
1126,4,3,Leaves Are No Object,"Spend 4,000 leaves to do an equivalent amount of damage to a single foe.",4000,MONEY,PHYSICS,ENEMY_SINGLE,,,,,,,,100,0,150,0,,HP_FIXED_DAMAGE,4000,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,
1360,1,0,Cut a Deal,"Spend 500 leaves to reduce the physical attack, elemental attack, and speed of a single foe for 2 turns.",500,MONEY,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,150,0,,ADD_ATK_DOWN,0,2,0,ADD_MATK_DOWN,0,2,0,ADD_AGI_DOWN,0,2,0,,,,,0,0,0,0,AGI_DOWN,0,,Y,,,,,,,,,,,Y,,,,,,,,,,,,
1361,2,1,Cut a Deal,"Spend 1,000 leaves to reduce the physical attack, elemental attack, and speed of a single foe for 4 turns.",1000,MONEY,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,150,0,,ADD_ATK_DOWN,0,4,0,ADD_MATK_DOWN,0,4,0,ADD_AGI_DOWN,0,4,0,,,,,0,0,0,0,AGI_DOWN,0,,Y,,,,,,,,,,,Y,,,,,,,,,,,,
1362,3,2,Cut a Deal,"Spend 1,500 leaves to reduce the physical attack, elemental attack, and speed of a single foe for 6 turns.",1500,MONEY,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,150,0,,ADD_ATK_DOWN,0,6,0,ADD_MATK_DOWN,0,6,0,ADD_AGI_DOWN,0,6,0,,,,,0,0,0,0,AGI_DOWN,0,,Y,,,,,,,,,,,Y,,,,,,,,,,,,
1363,4,3,Cut a Deal,"Spend 2,000 leaves to reduce the physical attack, elemental attack, and speed of a single foe for 8 turns.",2000,MONEY,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,150,0,,ADD_ATK_DOWN,0,8,0,ADD_MATK_DOWN,0,8,0,ADD_AGI_DOWN,0,8,0,,,,,0,0,0,0,AGI_DOWN,0,,Y,,,,,,,,,,,Y,,,,,,,,,,,,
1,1,0,Aggressive Slash,Unleash a sword attack on random foes 3 times.,9,MP,PHYSICS,ENEMY_ALL,1.68,0.56,,,1.43,,,80,0,125,0,,RANDOM_TARGET_PHYSICS_DAMAGE,70,0,0,,0,0,0,,0,0,0,,Y,SWORD,,3,0,0,0,,0,,Y,,,,Y,Y,Y,,,,Y,,,,,,Y,,,,,,,Y
2,2,1,Aggressive Slash,Unleash a sword attack on random foes 4 times.,9,MP,PHYSICS,ENEMY_ALL,3.08,0.77,,,1.43,,,110,0,125,0,,RANDOM_TARGET_PHYSICS_DAMAGE,70,0,0,,0,0,0,,0,0,0,,Y,SWORD,,4,0,0,0,,0,,Y,,,,Y,Y,Y,,,,Y,,,,,,Y,,,,,,,Y
3,3,2,Aggressive Slash,Unleash a sword attack on random foes 5 times.,9,MP,PHYSICS,ENEMY_ALL,4.9,0.98,,,1.43,,,140,0,125,0,,RANDOM_TARGET_PHYSICS_DAMAGE,70,0,0,,0,0,0,,0,0,0,,Y,SWORD,,5,0,0,0,,0,,Y,,,,Y,Y,Y,,,,Y,,,,,,Y,,,,,,,Y
4,4,3,Aggressive Slash,Unleash a sword attack on random foes 6 times.,9,MP,PHYSICS,ENEMY_ALL,7.14,1.19,,,1.43,,,170,0,125,0,,RANDOM_TARGET_PHYSICS_DAMAGE,70,0,0,,0,0,0,,0,0,0,,Y,SWORD,,6,0,0,0,,0,,Y,,,,Y,Y,Y,,,,Y,,,,,,Y,,,,,,,Y
5,1,0,Abide,Raise your physical attack for 3 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_ATK_UP,0,3,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
6,2,1,Abide,Raise your physical attack for 5 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_ATK_UP,0,5,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
7,3,2,Abide,Raise your physical attack for 7 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_ATK_UP,0,7,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
8,4,3,Abide,Raise your physical attack for 9 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_ATK_UP,0,9,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
9,1,0,Stout Wall,Raise your physical defense for 3 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_DEF_UP,0,3,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
10,2,1,Stout Wall,Raise your physical defense for 5 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_DEF_UP,0,5,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
11,3,2,Stout Wall,Raise your physical defense for 7 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_DEF_UP,0,7,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
12,4,3,Stout Wall,Raise your physical defense for 9 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_DEF_UP,0,9,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
13,1,0,Incite,Draw foes' single-target attacks to yourself for 3 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_PROVOKE,0,3,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,
14,2,1,Incite,Draw foes' single-target attacks to yourself for 5 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_PROVOKE,0,5,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,
15,3,2,Incite,Draw foes' single-target attacks to yourself for 7 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_PROVOKE,0,7,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,
16,4,3,Incite,Draw foes' single-target attacks to yourself for 9 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_PROVOKE,0,9,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,
17,1,0,Piercing Thrust,"Unleash a powerful polearm attack on a single foe, and have a 25% chance to deal a critical hit.",12,MP,PHYSICS,ENEMY_SINGLE,1.25,1.25,,,0.8,,,100,25,125,0,,PHYSICS_DAMAGE,125,0,100,,0,0,0,,0,0,0,,Y,LANCE,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
18,2,1,Piercing Thrust,"Unleash a powerful polearm attack on a single foe, and have a 50% chance to deal a critical hit.",12,MP,PHYSICS,ENEMY_SINGLE,2.5,2.5,,,0.8,,,200,50,125,0,,PHYSICS_DAMAGE,125,0,100,,0,0,0,,0,0,0,,Y,LANCE,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
19,3,2,Piercing Thrust,"Unleash a powerful polearm attack on a single foe, and have a 75% chance to deal a critical hit.",12,MP,PHYSICS,ENEMY_SINGLE,3.75,3.75,,,0.8,,,300,75,125,0,,PHYSICS_DAMAGE,125,0,100,,0,0,0,,0,0,0,,Y,LANCE,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
20,4,3,Piercing Thrust,Unleash a powerful polearm attack on a single foe. Guaranteed critical hit.,12,MP,PHYSICS,ENEMY_SINGLE,5,5,,,0.8,,,400,100,125,0,,PHYSICS_DAMAGE,125,0,100,,0,0,0,,0,0,0,,Y,LANCE,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
21,1,0,Enervating Slash,"Nullify all positive status effects on a single foe, then unleash a sword attack. The more status effects you nullify, the more potent the attack.",7,MP,PHYSICS,ENEMY_SINGLE,0.9,0.9,,,1.11,,,100,0,120,0,"Buffs -> Damage Bonus
0 = 1 (so no additional damage bonus)
1 = 1.75 (75% more damage)
2 = 2.25
3 = 2.75
4 = 3
5 = 3.25
6 = 3.5
7 = 3.65
8 = 3.8
9 = 3.9
10 = 4",PHYSICS_DAMAGE,90,0,100,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
22,2,1,Enervating Slash,"Nullify all positive status effects on a single foe, then unleash a sword attack. The more status effects you nullify, the more potent the attack.",7,MP,PHYSICS,ENEMY_SINGLE,1.8,1.8,,,1.11,,,200,0,120,0,,PHYSICS_DAMAGE,90,0,100,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
23,3,2,Enervating Slash,"Nullify all positive status effects on a single foe, then unleash a sword attack. The more status effects you nullify, the more potent the attack.",7,MP,PHYSICS,ENEMY_SINGLE,2.7,2.7,,,1.11,,,300,0,120,0,,PHYSICS_DAMAGE,90,0,100,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
24,4,3,Enervating Slash,"Nullify all positive status effects on a single foe, then unleash a sword attack. The more status effects you nullify, the more potent the attack.",7,MP,PHYSICS,ENEMY_SINGLE,3.6,3.6,,,1.11,,,400,0,120,0,,PHYSICS_DAMAGE,90,0,100,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
25,1,0,Vengeful Blade,Grant yourself the ability to counter physical damage with a sword attack 2 times. The counterattack reduces the enemy's Shield Points regardless of their weak points.,6,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_WAR_COUNTER,100,2,100,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
26,2,1,Vengeful Blade,Grant yourself the ability to counter physical damage with a sword attack 3 times. The counterattack reduces the enemy's Shield Points regardless of their weak points.,6,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_WAR_COUNTER,100,3,100,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
27,3,2,Vengeful Blade,Grant yourself the ability to counter physical damage with a sword attack 4 times. The counterattack reduces the enemy's Shield Points regardless of their weak points.,6,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_WAR_COUNTER,100,4,100,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
28,4,3,Vengeful Blade,Grant yourself the ability to counter physical damage with a sword attack 5 times. The counterattack reduces the enemy's Shield Points regardless of their weak points.,6,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_WAR_COUNTER,100,5,100,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
