Winterlands,Winterbloom,X,,Man,Mage Wand,X,Lv. 10,"A Hidden Item: Herb of Healing",X,3,,,,$120,4*,Disciplinary Strike,8,X,X,Winterlands,Winterbloom,,,,Olive of Life,X,Lv. 10,,$50,X,,,Lv. 18,80 Exp,,?,,"$4,800",Bargainer,Winterlands,Winterbloom,,,,Enfeebling Flower,X,Lv. 8,,2 Shield,4*,"2,816 Hp",,,15 Jp,,,,Snowy Stew x 5,Winterlands,Winterbloom,X,,Soldier,Soldier's Spear,X,Lv. 30,"A Hidden Item: Silver Sword",X,4,,,,$200,5*,Bright Bolt,7,X,X
Winterlands,Winterbloom,,,Townsperson,Handkerchief,$19,Lv. 1,None,Lv. 5,3,,,,$80,3*,Ensnaring Shot,3,Lv. 10,Cheering Chant,Winterlands,Winterbloom,,,,Inspiriting Plum Basket,"$2,052",Lv. 25,,$100,,Ensnaring Shot,Lv. 5,Lv. 12,30 Exp,,?,,"$1,200",Charming Smile,Winterlands,Winterbloom,,,,,,,,3 Shield,3*,983 Hp,,,10 Jp,,,,Jerky x 5,Winterlands,Winterbloom,,,Townsperson,Healing Grape,$48,Lv. 15,"A Hidden Item: Revitalizing Jam",Lv. 40,2,,,,$50,2*,Conserve Strength,9,Lv. 5,Fortifying Refrain
Winterlands,Winterbloom,,X,Girl,Wheat Bread,$19,X,None,Lv. 10,X,,,,,X,Winterlands,Winterbloom,,,,Healing Grape,$48,X,,X,Winterlands,Winterbloom,,,,Inspiriting Plum,$228,X,,X,Winterlands,Winterbloom,,,Townsperson,Soldier's Spear,"$17,000",Lv. 40,None,Lv. 15,4,,,,$600,7*,Drive Back,6,Lv. 40,Raging Rondo
Winterlands,Winterbloom,,,Woodcutter,Battle Hatchet,"$7,600",Lv. 19,None,Lv. 15,3,,,,$120,4*,Chop Wood,8,Lv. 15,Peaceful Prelude,Winterlands,Winterbloom,,,,Fire Soulstone (M),"$1,615",Lv. 22,,"$1,000",,Chop Wood,Lv. 7,Lv. 18,80 Exp,,?,,"$6,400",Smooth Talker,Winterlands,Winterbloom,,,,Tree Nut,$10,Lv. 1,,5 Shield,4*,"2,816 Hp",,,15 Jp,,,,Quality Jerky,Winterlands,Winterbloom,,,Thoughtful Father,Light Coin Pouch,$190,Lv. 10,None,Lv. 15,3,,,,$80,X
Winterlands,Winterbloom,,X,Boy,Rare Stone,$380,X,"A Hidden Item: Stone",Lv. 1,X,,,,,X,Winterlands,Winterbloom,,,,Candy,$10,X,,X,Winterlands,Winterbloom,,,,,,,,X,Winterlands,Winterbloom,,X,Audley,X,,,None,Lv. 15,X,,,,X,X
Winterlands,Winterbloom: Thieves' Quarter,X,,Thief,Ice Soulstone,X,Lv. 15,"A Hidden Item: Light Nut",X,3,,,,$80,3*,Chill,8,X,X,Winterlands,Winterbloom: Thieves' Quarter,,,,Plum Leaf,X,Lv. 15,,"$1,000",X,,,Lv. 12,30 Exp,,?,,"$2,000",Haggler,Winterlands,Winterbloom: Thieves' Quarter,,,,Invigorating Nut,X,Lv. 25,,6 Shield,3*,983 Hp,,,10 Jp,,,,Grilled Chicken,Winterlands,Winterbloom: Thieves' Quarter,X,,Thief,Fire Soulstone,X,Lv. 10,None,X,3,,,,$120,4*,Ignition,8,X,X
Winterlands,Winterbloom: Thieves' Quarter,,,Thief,Old Cloth,X,X,None,Lv. 20,6,,,,?,9*,Shield Thief,3,X,X,Winterlands,Winterbloom: Thieves' Quarter,,,,// Steal or Mug only,,,,"$3,000",,Shield Thief,Lv. 30,Lv. 54,?,,?,,"$100,000", in High Places,Winterlands,Winterbloom: Thieves' Quarter,,,,,,,,6 Shield,9*,"35,393 Hp",,,?,,,,X,Winterlands,Winterbloom: Thieves' Quarter,,,Pickpocket,Heavy Coin Pouch,"$4,180",Lv. 20,Thieving Tips & Tricks,Lv. 40,4,,,,$600,X
Winterlands,Winterbloom: Thieves' Quarter,,,Girl,Candy,$10,Lv. 1,None,Lv. 10,X,,,,,X,Winterlands,Winterbloom: Thieves' Quarter,,,,Reinforcing Jam,"$23,750",Lv. 45,,$300,Winterlands,Winterbloom: Thieves' Quarter,,,,Lockpick,"$57,000",Lv. 59,,X,Winterlands,Winterbloom: Thieves' Quarter,X,,Thief,Silver Sword,X,Lv. 20,None,X,3,,,,$120,4*,Cleave in Two,8,X,X
Winterlands,Winterbloom: Thieves' Quarter,X,,Thief,Little Crow,X,Lv. 30,"A Hidden Item: Spiked Shield",X,4,,,,$200,5*,Twin Serpents,7,X,X,Winterlands,Winterbloom: Thieves' Quarter,,,,Guard's Helm,X,Lv. 10,,"$5,000",X,,,Lv. 24,150 Exp,,?,,"$8,000",Chivalry,Winterlands,Winterbloom: Thieves' Quarter,,,,Guard's Armor,X,Lv. 10,,6 Shield,5*,"7,823 Hp",,,25 Jp,,,,Quality Jerky x 3,Winterlands,Winterbloom: Thieves' Quarter,X,,Thief,Kukri,X,Lv. 30,"A Hidden Item: Fumbling Flower",X,2,,,,$50,2*,Slash,9,X,X
Winterlands,Winterbloom: Thieves' Quarter,X,,Thief,Energizing Pomegranate (L),X,Lv. 3,New Equipment for Sale,X,4,,,,$600,7*,Triple Threat,6,X,X,Winterlands,Winterbloom: Thieves' Quarter,,,,Invigorating Nut (L),X,Lv. 3,,"$1,000",X,,,Lv. 36,500 Exp,,?,,"$19,200",CHarming Smile,Winterlands,Winterbloom: Thieves' Quarter,,,,,,,,6 Shield,7*,"24,320 Hp",,,100 Jp,,,,Snowy Stew x 10,Winterlands,Winterbloom: Thieves' Quarter,X,,Woman,Bewitching Perfume,X,Lv. 18,None,X,3,,,,$80,3*,Inhibit Offense,8,X,X
Winterlands,Winterbloom: Thieves' Quarter,,,Thief,Healing Grape (M),$247,Lv. 11,None,Lv. 15,3,,,,$120,4*,Stand Ground,8,Lv. 15,Psalm of Prayer,Winterlands,Winterbloom: Thieves' Quarter,,,,Wind Soulstone (M),"$1,615",Lv. 22,,"$1,000",,Stand Ground,Lv. 7,Lv. 18,80 Exp,,?,,"$4,800",Negotiations,Winterlands,Winterbloom: Thieves' Quarter,,,,,,,,5 Shield,4*,"2,816 Hp",,,15 Jp,,,,Metal Medley,Winterlands,Winterbloom: Thieves' Quarter,X,,Cleric,Silver-Filled Pouch,X,Lv. 26,None,X,3,,,,$80,3*,Flash,8,X,X
Winterlands,Winterbloom: Thieves' Quarter,X,,Thief,Poison Dagger,X,Lv. 36,None,X,4,,,,$400,6*,Poison Powder,7,X,X,Winterlands,Winterbloom: Thieves' Quarter,,,,,,,,$300,X,,,Lv. 30,250 Exp,,?,,"$9,600", in High Places,Winterlands,Winterbloom: Thieves' Quarter,,,,,,,,4 Shield,6*,"15,441 Hp",,,50 Jp,,,,Superior Jerky,Winterlands,Winterbloom: Thieves' Quarter,,X,Thief,Giant Bow,"$5,000",X,"A Hidden Item: Wakeful Stone",Lv. 30,3,,,,$80,3*,Befuddling Slash,8,Lv. 10,Improvisation
Winterlands,Western Winterbloom Snows,X,,Scholar,Energizing Pomegranate,X,Lv. 12,None,X,4,,,,$200,5*,Lightning Bolt,7,X,X,Winterlands,Western Winterbloom Snows,,,,Energizing Pomegranate (M),X,Lv. 18,,$100,X,,,Lv. 20,150 Exp,,?,,"$4,800",Gator Tears,Winterlands,Western Winterbloom Snows,,,,Herb of Awakeening,X,Lv. 3,,5 Shield,5*,"7,823 Hp",,,25 Jp,,,,Quality Jerky x 3,Winterlands,Western Winterbloom Snows,X,,Scholar,Thick Tome,X,Lv. 1,None,X,4,,,,$200,5*,Everlasting Darkness,7,X,X
Winterlands,Western Winterbloom Snows,X,,Scholar,Fire Soulstone,X,Lv. 10,None,X,3,,,,$80,3*,Fireball,8,X,X,Winterlands,Western Winterbloom Snows,,,,Fire Soulstone,X,Lv. 10,,$300,X,,,Lv. 10,30 Exp,,?,,"$2,000",Haggler,Winterlands,Western Winterbloom Snows,,,,,,,,4 Shield,3*,983 Hp,,,10 Jp,,,,Jerky x 5,Winterlands,Western Winterbloom Snows,X,,Scholar,Ice Soulstone (L),X,Lv. 27,None,X,4,,,,$600,7*,Blizzard,6,X,X
Winterlands,Stormhail,,,Townsperson,Fire Soulstone (L),"$5,985",Lv. 27,None,Lv. 20,3,,,,$80,3*,Pray,8,Lv. 10,Psalm of Prayer,Winterlands,Stormhail,,,,Light Coin Pouch,$190,Lv. 10,,"$3,000",,Brain Bash,Lv. 5,Lv. 12,30 Exp,,?,,"$1,200",Haggler,Winterlands,Stormhail,,,,,,,,6 Shield,3*,983 Hp,,,10 Jp,,,,Snowyy Stew x 3,Winterlands,Stormhail,X,,Clan Mei Soldier,Clan Mei Spear,X,Lv. 45,None,X,4,,,,$200,5*,Bright Bolt,7,X,X
Winterlands,Stormhail,X,,Clan Mei Soldier,Clan Mei Sword,X,Lv. 30,"A Hidden Item: Knight's Armor",X,3,,,,$120,4*,The Pride of Clan Mei,8,X,X,Winterlands,Stormhail,,,,Shell Buckler,X,Lv. 15,,"$10,000",X,,,Lv. 18,80 Exp,,?,,"$6,400",Smooth Talker,Winterlands,Stormhail,,,,,,,,8 Shield,4*,"2,816 Hp",,,15 Jp,,,,Snowy Stew x 5,Winterlands,Stormhail,,,Townsperson,Herb of Serenity,"$4,750",Lv. 41,Easier Inquiries,Lv. 15,3,,,,$120,4*,Blinding Slash,8,Lv. 15,Incantation
Winterlands,Stormhail,,,Explorer,Herb-of-Grace Bud,"$1,800",Lv. 20,Discount at the Inn,Lv. 20,4,,,,$200,5*,Panacea,7,Lv. 20,Improvisation,Winterlands,Stormhail,,,,Olive of Life (M),"$2,850",Lv. 25,,"$3,000",,Split Open,Lv. 10,Lv. 24,150 Exp,,?,,"$4,800",Lucky Break,Winterlands,Stormhail,,,,Slippery Nut (L),"$5,472",Lv. 26,,6 Shield,5*,"7,823 Hp",,,25 Jp,,,,Bone x 5,Winterlands,Stormhail,X,,Elite Sanctum Knight,Great Blade,X,Lv. 37,None,X,6,,,,?,9*,Trifold Heavenslash,5,X,X
Winterlands,Stormhail,,,Girl,Wheat Bread,$19,Lv. 1,"A Hidden Item: Sharp Nut (L)",Lv. 40,X,,,,,X,Winterlands,Stormhail,,,,Hand-Sewn Gloves,Steal only,,,"$5,000",Winterlands,Stormhail,,,,,,,,X,Winterlands,Stormhail,,,Boy,Stuffed Toy,$95,Lv. 7,None,Lv. 10,X,,,,,X
Winterlands,Stormhail,,,Townsperson,Inspiriting Plum (M),$855,Lv. 18,"A Hidden Item: Inspiriting Plum",Lv. 10,3,,,,$80,3*,Polar Ice,8,Lv. 10,Inspiriting Rhythm,Winterlands,Stormhail,,,,Inspiriting Plum Basket,"$2,052",Lv. 25,,$300,,Chill,Lv. 5,Lv. 12,30 Exp,,?,,"$4,800",Excessive Praise,Winterlands,Stormhail,,,,,,,,4 Shield,3*,983 Hp,,,10 Jp,,,,Jerky x 5,Winterlands,Stormhail,,,Townsperson,Bone Cleaver,"$23,750",Lv. 31,None,Lv. 15,4,,,,$400,6*,Upheaval,7,Lv. 30,Battle Ballad
Winterlands,Stormhail,,,Shopkeeper's Daughter,Sharp Nut,$950,Lv. 20,None,Lv. 15,X,,,,,X,Winterlands,Stormhail,,,,Warding Leaf,$95,Lv. 7,,"$1,000",Winterlands,Stormhail,,,,,,,,X,Winterlands,Stormhail,,,Clingy Woman,Healing Grape (M),$247,Lv. 11,None,Lv. 15,4,,,,$600,X
Winterlands,Stormhail,,,Townsperson,Hairbrush,$285,Lv. 12,"A Hidden Item: Light Coin Pouch",Lv. 10,2,,,,$50,2*,Umbral Strike,9,Lv. 5,Soothing Serenade,Winterlands,Stormhail,,,,Handkerchief,$19,Lv. 1,,$300,,Umbral Strike,Lv. 3,Lv. 8,10 Exp,,?,,"$2,000",Puppy-Dog Eyes,Winterlands,Stormhail,,,,,,,,4 Shield,2*,605 Hp,,,5 Jp,,,,Jerky x 3,Winterlands,Stormhail,,X,Sanctum Knight,War Glaive,"$12,000",X,None,Lv. 15,4,,,,$400,6*,Inhibit Offense,7,Lv. 30,Raging Rondo
Winterlands,Stormhail,,X,Sanctum Knight,Silver Sword,"$15,000",X,None,Lv. 20,4,,,,$600,7*,Purgatory,6,Lv. 40,Magic Melody,Winterlands,Stormhail,,,,Shadow Soulstone (M),"$3,300",X,,X,,Purgatory,Lv. 20,X,500 Exp,,?,,X,X,Winterlands,Stormhail,,,,Magic Nut,"$2,000",X,,X,7*,"24,320 Hp",,,100 Jp,,,,X,Winterlands,Stormhail,,,Pleasant Man,Critical Nut (M),"$2,280",Lv. 25,None,Lv. 15,4,,,,$600,7*,Level Slash,6,Lv. 40,Hild's Hymn
Winterlands,Stormhail,,,"Dismal Woman /,Rejuvenated Woman",Mighty Leaf,$285,Lv. 12,None,Lv. 20,4,,,,$600,7*,Upheaval,6,Lv. 40,Sonata of Balogar,Winterlands,Stormhail,,,,Treasured Necklace,"$6,000",Lv. 50,,"$3,000",,Upheaval,Lv. 20,Lv. 40,500 Exp,,?,,"$19,200",Wash Dishes,Winterlands,Stormhail,,,,,,,,4 Shield,7*,"24,320 Hp",,,100 Jp,,,,Superior Jerky x 3
Winterlands,Stormhail,,X,Elite Sanctum Knight,Aegis Sword,"$35,150",X,None,Lv. 20,4,,,,$600,7*,Vacuum Slice,6,Lv. 40,Wargod's Duet,Winterlands,Stormhail,,,,Olive of Life,$475,X,,X,,Vacuum Slice,Lv. 20,X,500 Exp,,?,,X,X,Winterlands,Stormhail,,,,Heavy Coin Pouch,"$4,180",X,,X,7*,"24,320 Hp",,,100 Jp,,,,X,Winterlands,Stormhail,X,,Sanctum Knight,Blizzard Amulet,X,Lv. 48,"A Hidden Item: Fire Soulstone",X,4,,,,$200,5*,Icewind,7,X,X
Winterlands,Stormhail,,,Arms Merchant,Ogre's Bane,"$82,000",Lv. 56,"A Hidden Item: Expert's Bow",Lv. 50,3,,,,$80,3*,Inspiriting Plum,8,Lv. 10,March of Nimbleness,Winterlands,Stormhail,,,,Imperial Axe,"$82,000",Lv. 54,,"$10,000",,Double Stab,Lv. 5,Lv. 12,30 Exp,,?,,"$2,400",Skilled Scheduler,Winterlands,Stormhail,,,,Thunderstorm Amulet,"$30,000",Lv. 48,,9 Shield,3*,983 Hp,,,10 Jp,,,,Jerky x 5,Winterlands,Stormhail,,,Sanctum Knight,Healing Grape (M),$247,Lv. 11,"A Hidden Item: Olive of Life (L)",Lv. 40,4,,,,$200,5*,Steel Defenses,7,Lv. 20,Sacred Flame Serenade
Winterlands,Stormhail: Sacred Guard Headquarters,,,Registrar,Thick Tome,"$2,850",Lv. 1,,Lv. 40,3,,,,$80,3*,Heal Wounds,8,Lv. 10,Sagelord's Duet,Winterlands,Stormhail: Sacred Guard Headquarters,,,,Resistant Nut (L),"$5,472",Lv. 26,,"$3,000",,Flash,Lv. 5,Lv. 12,30 Exp,,?,,"$1,200",Charming Smile,Winterlands,Stormhail: Sacred Guard Headquarters,,,,,,,,6 Shield,3*,983 Hp,,,10 Jp,,,,Elemental Soup,Winterlands,Stormhail: Sacred Guard Headquarters,,X,Sanctum Knight,Great Helm,"$12,000",X,None,Lv. 15,4,,,,$200,5*,Purgatory,7,Lv. 20,Sacred Flame Serenade
Winterlands,Stormhail: Sacred Guard Headquarters,,X,Sanctum Knight,Tree Nut,$10,X,"A Hidden Item: Lightning Amulet",Lv. 30,3,,,,$120,4*,Improved Offense,8,Lv. 15,Inspiriting Rhythm,Winterlands,Stormhail: Sacred Guard Headquarters,,,,Wheat Bread,$19,X,,X,,Twofold Thrust,Lv. 7,X,80 Exp,,?,,X,X,Winterlands,Stormhail: Sacred Guard Headquarters,,,,Light Coin Pouch,$190,X,,X,4*,"2,816 Hp",,,15 Jp,,,,X,Winterlands,Stormhail: Sacred Guard Headquarters,X,,Cleric,Rosary of Redemption,X,Lv. 21,Guide with Ease,X,4,,,,$200,5*,Incinerate,,X,X
Winterlands,Stormhail: Sacred Guard Headquarters,,,Cleric,Wisdom Wand,"$34,200",Lv. 38,None,Lv. 20,4,,,,$600,7*,Galeforce Blade,6,Lv. 40,Nocturne of Sang,Winterlands,Stormhail: Sacred Guard Headquarters,,,,Mental Belt,"$6,175",Lv. 38,,"$3,000",,Focus,Lv. 20,Lv. 36,500 Exp,,?,,"$19,200",Skilled Scheduler,Winterlands,Stormhail: Sacred Guard Headquarters,,,,,,,,6 Shield,7*,"24,320 Hp",,,100 Jp,,,,Salted Seafood x 3,Winterlands,Stormhail: Sacred Guard Headquarters,X,,Merchant,Handkerchief,X,Lv. 1,"A Hidden Item: Antique Coin",X,3,,,,$80,3*,Bottle of Blinding Dust,8,X,X
Winterlands,Stormhail: Sacred Guard Headquarters,,,Sanctum Knight,Platinum Shield,"$15,200",Lv. 45,None,Lv. 10,4,,,,$600,X,Winterlands,Stormhail: Sacred Guard Headquarters,,,,,,,,$300,,Twin Serpents,Lv. 20,Lv. 36,500 Exp,Winterlands,Stormhail: Sacred Guard Headquarters,,,,,,,,4 Shield,7*,"24,320 Hp",,,100 Jp,Winterlands,Stormhail: Sacred Guard Headquarters,,X,Sanctum Knight,Bottle of Poison Dust,$570,X,None,Lv. 15,4,,,,$600,7*,Limb from Limb,6,Lv. 30,Magic Melody
Winterlands,Stormhail: Sacred Guard Headquarters,,X,Sanctum Knight,Sanctum Sword,"$67,000",X,None,Lv. 10,5,,,,"$1,000",8*,Boost from Beyond,4,Lv. 60,Fortifying Refrain,Winterlands,Stormhail: Sacred Guard Headquarters,,,,Reinforcing Jam,"$15,000",X,,X,,Boost from Beyond,Lv. 25,X,"1,000 Exp",,?,,X,X,Winterlands,Stormhail: Sacred Guard Headquarters,,,,,,,,X,8*,"27,303 Hp",,,150 Jp,,,,X,Winterlands,Stormhail: Sacred Guard Headquarters,X,,Elite Sanctum Knight,Morning Star,X,Lv. 47,None,X,4,,,,$600,7*,Divine Punishment,6,X,X
Winterlands,Stormhail: Sacred Guard Headquarters,,,Elite Sanctum Knight,Shadow Soulstone (L),"$5,985",Lv. 27,None,Lv. 50,4,,,,$400,6*,Bottle of Poison Dust,7,Lv. 30,Cleansing Chant,Winterlands,Stormhail: Sacred Guard Headquarters,,,,Gold Ring,"$4,560",Lv. 26,,"$10,000",,Icy Prison,Lv. 15,Lv. 30,250 Exp,,?,,"$9,600",Bargainer,Winterlands,Stormhail: Sacred Guard Headquarters,,,,,,,,9 Shield,6*,"15,441 Hp",,,50 Jp,,,,Superior Jerky,Winterlands,Stormhail: Sacred Guard Headquarters,X,,Sanctum Knight,Refined Sword,X,Lv. 28,None,X,4,,,,$400,6*,Soporific Powder,7,X,X
Winterlands,Stormhail: Sacred Guard Headquarters,X,,Elite Sanctum Knight,Lightning Glaive,X,Lv. 36,None,X,4,,,,$600,7*,Icy Prison,6,X,X,Winterlands,Stormhail: Sacred Guard Headquarters,,,,Skull Helm,X,Lv. 36,,$300,X,,,Lv. 36,500 Exp,,?,,"$19,200",Financial Support,Winterlands,Stormhail: Sacred Guard Headquarters,,,,Tough Nut (L),X,Lv. 26,,4 Shield,7*,"24,320 Hp",,,100 Jp,,,,Superior Jerky x 3,Winterlands,Southern Stormhail Snows,Southern Stormhail Snows
Winterlands,Southern Stormhail Snows,,X,Junior Assistant,Mighty Leaf,$285,X,None,Lv. 10,4,,,,$400,6*,Improved Offense,7,Lv. 30,Battle Ballad,Winterlands,Southern Stormhail Snows,,,,Energizing Pomegranate (M),$722,X,,X,,Smashing Strike,Lv. 15,X,250 Exp,,?,,X,X,Winterlands,Southern Stormhail Snows,,,,Energizing Pomegranate (L),"$3,192",X,,X,6*,"15,441 Hp",,,50 Jp,,,,X,Winterlands,Southern Stormhail Snows,,X,Senior Assistant,Old Cloth,$10,X,None,Lv. 15,3,,,,$80,3*,Cleave in Two,8,Lv. 10,Calming Rhythm
Winterlands,Southern Stormhail Snows,,X,Sanctum Knight,Healing Grape Bunch,$684,X,None,Lv. 15,4,,,,$600,7*,Healing Veil,6,Lv. 40,Battle Ballad,Winterlands,Southern Stormhail Snows,,,,Inspiriting Plum Basket,"$2,052",X,,X,,Twin Serpents,Lv. 20,X,500 Exp,,?,,X,X,Winterlands,Southern Stormhail Snows,,,,,,,,X,7*,"24,320 Hp",,,100 Jp,,,,X,Winterlands,Southern Stormhail Snows,,,Archeologist,The Curious Legend of the Great Wall,"$1,900",Lv. 33,None,Lv. 15,3,,,,$120,4*,Icewind,8,Lv. 15,Sagelord's Duet
